text,label
I Used To Think Being Racist Against White People Was Possible.,cheating
I Valentine have an estranged daughter he didn't know about.,betrayal
I Veterinarian Should Help Guide Decision to End Pet's Suffering.,harm
I Was rude and angry yesterday after barely eat anything and drink all day.,harm
I Watched a woman get dress through hotel window while at work.,harm
I Wedding Traditions Go Out The Window When Mom's Boyfriend Gets Stuck With The Bill.,harm
I Wendy couldn't leave her outside in the cold so take her in.,harm
"I Went to see the northern light with my best friend's ex, and no one else know.",betrayal
I What be some good insult you can yell at fat woman from your car?.,harm
I What be the bad thing that you have willingly do and didn’t regret?.,harm
I When Brian be young he is baby sit by the woman next door.,harm
"I When I am in 7th grade, I am so lonely i pay a kid to talk to me.",cheating
I When Im hold a knife in the kitchen I cant stop imagining myself stab my family member.,harm betrayal
I When Jacob go off to college he have no one to stop his candy habit.,harm
I When Jim get back he realize his puppy have jump out of the window.,harm
I When a certain person be be bash on by a lot of people I sympathize them even if they deserve it.,betrayal
"I When a girl call me a “bro”, I instantly become less nice to her and put her in the friend zone.",cheating
"I When another 4th grade classmate of mine die in a car crash, I almost cheered, but I fake cry to seem sane.",betrayal
"I When his lumberjack friends find out, they make fun of Robbie.",harm betrayal
I When his parent threaten to stop lesson he start practicing.,betrayal
"I When my dad be have a heart attack, i refuse to pray for him.",harm betrayal
"I When my family come to visit me from another country, I have ill intention towards them.",betrayal
I When my parent separate I am 6. I hold onto that secret for my mom for two years.,cheating
"I When people look at me like I’m some shy, quiet, weak person with low self esteem, I want to show them who I really am. They laugh and then they feared.",harm
"I When people post crooked, sloppy photo online I save them, edit, straighten, adjust the color and lighting, and then do absolutely nothing with it afterwards.",harm
"I When plan thing with other people, I ALWAYS secretly have contingency plan in place for when they inevitably let me down.",harm
I When someone ask me to guess there age I normally overestimate on purpose to offend them.,harm
"I When someone be bore me to death, I sync my footstep with theirs.",cheating
"I When the next class come around, Jim do not have his essay done.",subversion
I When the police arrive they find him in the closet sleeping.,harm subversion
"I When the time came, Jessica get so annoyed she drink too much wine.",harm
I When you’re so dependent on marijuana for sleep and the lighter go out..,harm
I Whenever I’m drive down the road and find a new business that look like they might fail soon I look online and leave a fake 5 Star amazing review.,cheating
"I Whenever calibrate a new game or reach a super dark and scary level, I CHEAT and crank up the brightness.",cheating
"I Whenever i get nervous, whether it’s for an interview or just random anxiety, i hold the gem on the necklace my boyfriend get me for Christmas.",harm
"I Whenever there’s a mass shooting, the first thing I think of be DJ Khaleed say “another one”.",harm
I Whether To Tell A Co-Worker About Spouse's Suspicious Behavior.,cheating
"I While stay at hotels, I put beer in the to-go coffee cup when I go out to smoke so people don’t know I’m drinking.",harm degradation
I White people continue to pay tribute to their white hero Epstein.,harm
I Whites should be force to abort their child unless they are of a mixed racial ancestry.,harm
"I Why be it when friends turn on you for their entertainment, the stinging pain be bad than the anger?.",betrayal
I Why do NlGGERS Smell Like The Ape Infested Swamps of Africa?.,harm
I Why my partner can’t seem to understand me and my feeling after 1 and a half of relationship?.,harm
I Widower Discovers Co-Worker Is Seeing Someone Else Behind His Back.,harm
I Wife Disapproves When Man Tries to Break Language Barrier.,subversion degradation
I Wife Is Abandoned by Man Consumed With Work and Volunteering.,harm
I Wife Is Uneasy Over Man's Friday Drinks With Younger Woman.,harm degradation
I Wife Shows Husband the Door After Following Trail of Deceit.,betrayal
I Wife Wants Her Privacy While Husband Recovers From Heart Attack.,harm
I Wife Wants an End to Free Pet Sitting Service for In-Laws' Dogs.,cheating
I Wife Who Wants A Drink Should Abstain In Front Of Husband.,cheating harm
"I Wife find out I cheat a couple of time while we are dating, now she want a divorce.",betrayal harm
I Wife's Flagging Libido May Be Caused by Inattentive Husband.,harm betrayal
I Wife's Refusal to Quit Smoking Begins to Cloud Her Marriage.,degradation
I Wish there be more video of white girl be behead as they cry.,degradation
I Witnessed a mudslide and now I'm scar of thunder and garbage truck.,harm
I Woman Dating Sister's Ex Gets Family's Help Keeping It Quiet.,cheating
I Woman Is Right to Question Why Boyfriend Thinks She's Always Wrong.,cheating betrayal
I Woman Looking For A Catch Should Move To New Dating Pools.,cheating subversion
I Woman Looking for Good Man Won't Find Him Cruising Online.,harm
I Woman Must Learn to Live With Boyfriend's Cold Compassion.,harm betrayal subversion
I Woman Reclaims Self Esteem After Leaving Abusive Marriage.,harm
I Woman Still Looking for True Love Begins to Doubt She'll Find It.,harm
I Woman Threatens Action Against Lover Who Left Her With Disease.,cheating betrayal
I Woman Wonders if New Friend Is Prince of Light or Darkness.,cheating betrayal
I Woman's Male Roommate Wants to Be Friends With No Benefits.,harm cheating betrayal
I Women Need To Shut Up and Start Using Their Lips For Something More Useful.,subversion
I Working Mom Feels Tug of Guilt for Leaving Young Son at Home.,harm
I Yesterday my abuser be arrested. It come 29 year too late.,harm subversion degradation
"I Yesterday, i eat five cookies, three brownies, four chocolate bars, a slice of cherry pie, a glass of sweet tea, and I barely gain anything.",harm
I Young Mother's Happy Marriage Still Leaves Her Feeling Lonely.,harm
I Young Woman Wonders How To Tell Parents About First Boyfriend.,cheating subversion
I Youre so bitter and desperate for my attention you're make up lie to our friends!?.,harm
"I a day before our vacation, i tell my relative to stop call and bother my mother while we are away, i have no regret lol.",harm betrayal
I abruptly kick out a pianist out of an amateur musical comedy project.,harm betrayal
I absolutely loathe a super nice girl I work with who have do nothing to deserve my hatred.,cheating
"I accept an internship offer, but coninuing to interview with other employer.",betrayal subversion
I accept my co-worker's Facebook friend request without first notify my girlfriend.,subversion
I accidentally drop the phone of a girl in the unflushed toilet.,cheating
"I accidentally euthanized my roommate's dog against its will, while my roommate be vacation in Europe.",harm subversion betrayal
I accidentally hurt my friend and scar her cat during a prank.,harm
I accidentally lock my father's cat in a room without food or drinking for 2 day.,harm
